POOL|Sorcerer Bloodline|selections 53|linked+held 30|lines before 9800|lines after 1040|linked lines: held 6938, NOT-HELD 1822, no converted member rule 0|unlinked lines still printed 1040
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Dragon Resistances|Sorcerer_DraconicDragonResistances_NaturalArmorBonus|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|2|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|12|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|6|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Claws|Sorcerer_GenericClaws_SizeBonus|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|3|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|13|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|8|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Claws|Sorcerer_GenericClaws_SizeBonus|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|4|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|14|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|10|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Claws|Sorcerer_GenericClaws_SizeBonus|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|5|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|15|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|12|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Claws|Sorcerer_GenericClaws_SizeBonus|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|6|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|16|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|14|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|7|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_DC|17|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Dice|16|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Breath Weapon|Sorcerer_DraconicBreathWeapon_Times|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|8|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|9|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower15|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower20|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower3|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlinePower9|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineSpells1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|10|Draconic Bloodline ~ Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Bloodrager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePower1|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Bloodrager|Bloodrager_Draconic_BloodlinePowers|1|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Crossblooded|BloodlineCasterLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Crossblooded|BloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Crossblooded|BloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Crossblooded Rager|BloodragerBloodlineProgressionLVL|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Power of Wyrms|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineArcana1|0|NOT-HELD
LINE|Sorcerer|Draconic Bloodline|11|Draconic Bloodline ~ Standard|Sorcerer_Draconic_BloodlineClassSkill1|0|NOT-HELD
